Interaction_ID,Customer_ID,Date_Time,Query_Type,Response_Type,Outcome
INT010366,CUST000149,2025-08-05 21:02:50,usage_question,automated,resolved
INT010367,CUST000151,2025-08-18 06:08:49,account_balance,automated,resolved
INT010368,CUST000152,2025-08-07 02:31:16,billing_explanation,human,resolved
INT010369,CUST000153,2025-08-30 12:02:20,billing_explanation,automated,resolved
INT010370,CUST000154,2025-08-22 03:15:33,energy_saving_tips,automated,resolved
INT010371,CUST000154,2025-07-22 03:04:13,usage_question,automated,escalated
INT010372,CUST000154,2025-07-19 08:14:01,payment_issue,automated,resolved
INT010373,CUST000154,2025-09-02 17:13:46,energy_saving_tips,automated,resolved
INT010374,CUST000156,2025-09-20 15:47:31,energy_saving_tips,automated,resolved
INT010375,CUST000156,2025-09-19 15:41:24,billing_explanation,automated,escalated
INT010376,CUST000156,2025-12-09 21:01:18,billing_explanation,automated,resolved
INT010377,CUST000158,2025-10-13 02:15:44,billing_explanation,automated,resolved
INT010378,CUST000158,2025-12-28 10:23:34,payment_issue,human,resolved
INT010379,CUST000159,2025-08-15 09:53:01,usage_question,automated,resolved
INT010380,CUST000159,2025-11-29 19:50:54,payment_issue,automated,resolved
INT010381,CUST000159,2025-07-18 22:43:08,billing_explanation,automated,resolved
INT010382,CUST000159,2025-08-31 01:09:32,usage_question,automated,resolved
INT010383,CUST000159,2025-08-22 08:13:55,usage_question,human,resolved
INT010384,CUST000159,2025-09-29 06:10:24,account_balance,automated,resolved
INT010385,CUST000159,2025-12-07 09:18:35,usage_question,automated,resolved
INT010386,CUST000160,2025-08-18 18:52:41,account_balance,automated,resolved
INT010387,CUST000160,2025-07-29 00:23:13,energy_saving_tips,automated,escalated
INT010388,CUST000160,2025-08-11 10:38:03,energy_saving_tips,automated,escalated
INT010389,CUST000160,2025-11-09 07:56:02,energy_saving_tips,automated,resolved
INT010390,CUST000160,2025-10-07 05:17:11,usage_question,automated,resolved
INT010391,CUST000161,2025-08-05 06:13:59,energy_saving_tips,automated,resolved
INT010392,CUST000161,2025-08-07 00:53:12,account_balance,human,resolved
INT010393,CUST000163,2025-08-18 21:40:39,energy_saving_tips,automated,escalated
INT010394,CUST000163,2025-07-26 17:22:54,billing_explanation,human,resolved
INT010395,CUST000165,2025-12-22 00:36:35,energy_saving_tips,automated,resolved
INT010396,CUST000165,2025-10-24 03:39:32,energy_saving_tips,human,resolved
INT010397,CUST000165,2025-08-04 12:19:58,billing_explanation,automated,resolved
INT010398,CUST000165,2025-12-18 03:33:22,energy_saving_tips,automated,escalated
INT010399,CUST000167,2025-08-13 06:23:44,payment_issue,automated,resolved
INT010400,CUST000167,2025-07-15 11:24:58,energy_saving_tips,human,resolved
INT010401,CUST000167,2025-08-09 21:58:14,energy_saving_tips,automated,resolved
INT010402,CUST000167,2025-10-07 06:10:25,billing_explanation,automated,resolved
INT010403,CUST000167,2025-07-25 18:39:27,energy_saving_tips,automated,resolved
INT010404,CUST000167,2025-10-18 12:51:21,energy_saving_tips,automated,resolved
INT010405,CUST000168,2025-12-23 19:49:22,energy_saving_tips,automated,escalated
INT010406,CUST000168,2025-09-05 09:53:28,technical_support,human,resolved
INT010407,CUST000169,2025-11-03 05:03:42,technical_support,human,resolved
INT010408,CUST000169,2025-11-02 19:42:29,billing_explanation,automated,resolved
INT010409,CUST000169,2025-09-28 09:37:19,energy_saving_tips,automated,resolved
INT010410,CUST000171,2025-07-18 12:12:31,energy_saving_tips,automated,resolved
INT010411,CUST000171,2025-12-31 10:05:06,energy_saving_tips,human,resolved
INT010412,CUST000172,2025-10-10 05:53:53,billing_explanation,human,resolved
INT010413,CUST000172,2025-08-25 23:57:54,account_balance,automated,resolved
INT010414,CUST000173,2025-08-12 11:21:21,billing_explanation,automated,resolved
INT010415,CUST000173,2025-07-20 23:53:34,usage_question,automated,resolved
INT010416,CUST000174,2025-11-19 20:25:55,billing_explanation,automated,resolved
INT010417,CUST000174,2025-11-15 23:36:05,usage_question,automated,resolved
INT010418,CUST000174,2025-09-11 05:27:43,account_balance,automated,resolved
INT010419,CUST000174,2025-12-22 02:21:41,technical_support,automated,resolved
INT010420,CUST000175,2025-07-24 14:11:40,billing_explanation,automated,resolved
INT010421,CUST000175,2025-12-26 07:58:29,billing_explanation,automated,resolved
INT010422,CUST000175,2025-07-28 22:55:40,billing_explanation,automated,resolved
INT010423,CUST000176,2025-10-30 16:32:18,energy_saving_tips,automated,resolved
INT010424,CUST000177,2025-12-21 09:11:24,energy_saving_tips,human,resolved
INT010425,CUST000177,2025-11-04 14:12:30,account_balance,automated,resolved
INT010426,CUST000177,2025-09-16 09:50:03,billing_explanation,human,resolved
INT010427,CUST000177,2025-09-02 18:10:38,usage_question,automated,resolved
INT010428,CUST000178,2025-10-13 15:59:36,technical_support,automated,resolved
INT010429,CUST000178,2025-09-19 17:31:22,account_balance,automated,unresolved
INT010430,CUST000178,2025-08-20 13:45:45,billing_explanation,human,resolved
INT010431,CUST000178,2025-11-12 13:35:57,billing_explanation,automated,resolved
INT010432,CUST000178,2025-09-26 02:25:08,usage_question,automated,resolved
INT010433,CUST000178,2025-09-23 02:30:04,energy_saving_tips,automated,resolved
INT010434,CUST000179,2025-10-16 16:37:53,energy_saving_tips,automated,resolved
INT010435,CUST000179,2025-11-15 14:10:35,billing_explanation,automated,resolved
INT010436,CUST000179,2025-10-02 13:39:52,energy_saving_tips,human,resolved
INT010437,CUST000180,2025-10-31 22:36:36,usage_question,automated,escalated
INT010438,CUST000180,2025-08-01 05:48:31,billing_explanation,automated,resolved
INT010439,CUST000180,2025-11-23 02:04:34,energy_saving_tips,automated,resolved
INT010440,CUST000180,2025-08-14 08:33:13,energy_saving_tips,human,resolved
INT010441,CUST000180,2025-10-22 10:08:33,billing_explanation,automated,unresolved
INT010442,CUST000181,2025-11-11 12:32:23,billing_explanation,automated,escalated
INT010443,CUST000181,2025-12-07 00:20:20,usage_question,human,resolved
INT010444,CUST000182,2025-11-08 20:51:55,account_balance,automated,resolved
INT010445,CUST000182,2025-10-02 12:35:06,energy_saving_tips,automated,resolved
INT010446,CUST000182,2025-10-23 21:14:27,billing_explanation,automated,resolved
INT010447,CUST000183,2025-08-17 14:38:51,billing_explanation,automated,resolved
INT010448,CUST000183,2025-07-09 08:33:17,billing_explanation,human,resolved
INT010449,CUST000183,2025-07-16 03:54:58,energy_saving_tips,automated,resolved
INT010450,CUST000184,2025-12-07 02:34:32,technical_support,automated,resolved
INT010451,CUST000184,2025-10-08 19:25:19,account_balance,automated,resolved
INT010452,CUST000184,2025-09-10 20:25:48,account_balance,automated,resolved
INT010453,CUST000185,2025-12-10 03:05:49,payment_issue,automated,resolved
INT010454,CUST000185,2025-08-07 01:47:50,energy_saving_tips,automated,resolved
INT010455,CUST000186,2025-10-11 00:46:01,technical_support,automated,resolved
INT010456,CUST000186,2025-10-02 23:29:37,energy_saving_tips,automated,escalated
INT010457,CUST000186,2025-12-29 15:30:18,energy_saving_tips,human,resolved
INT010458,CUST000186,2025-07-21 21:35:53,usage_question,automated,resolved
INT010459,CUST000186,2025-11-12 14:58:26,account_balance,automated,resolved
INT010460,CUST000186,2025-09-08 20:43:09,usage_question,automated,escalated
INT010461,CUST000187,2025-08-06 10:40:33,usage_question,human,resolved
INT010462,CUST000187,2025-12-26 06:34:32,usage_question,automated,resolved
INT010463,CUST000188,2025-08-18 01:37:57,usage_question,automated,resolved
INT010464,CUST000188,2025-11-22 12:55:42,energy_saving_tips,automated,resolved
INT010465,CUST000188,2025-08-04 12:02:34,billing_explanation,automated,escalated
INT010466,CUST000189,2025-10-28 01:32:07,billing_explanation,automated,resolved
INT010467,CUST000190,2025-09-06 03:20:13,billing_explanation,automated,resolved
INT010468,CUST000190,2025-07-21 09:03:04,payment_issue,automated,resolved
INT010469,CUST000191,2025-09-19 02:22:13,technical_support,automated,resolved
INT010470,CUST000191,2025-12-21 09:07:46,energy_saving_tips,automated,resolved
INT010471,CUST000191,2025-07-21 23:05:34,energy_saving_tips,automated,unresolved
INT010472,CUST000192,2025-07-16 20:50:42,billing_explanation,automated,resolved
INT010473,CUST000192,2026-01-03 13:04:35,energy_saving_tips,automated,resolved
INT010474,CUST000192,2025-10-30 00:22:56,payment_issue,automated,resolved
INT010475,CUST000192,2025-12-30 10:50:52,billing_explanation,automated,unresolved
INT010476,CUST000193,2025-08-16 13:39:53,energy_saving_tips,automated,resolved
INT010477,CUST000193,2025-11-05 11:04:29,usage_question,automated,resolved
INT010478,CUST000193,2025-10-09 17:34:56,account_balance,human,resolved
INT010479,CUST000194,2026-01-03 14:36:04,usage_question,human,resolved
INT010480,CUST000195,2025-08-10 18:57:46,billing_explanation,automated,resolved
INT010481,CUST000195,2025-08-26 05:18:06,energy_saving_tips,automated,resolved
INT010482,CUST000195,2025-07-22 16:53:58,billing_explanation,automated,resolved
INT010483,CUST000195,2025-08-04 22:24:25,account_balance,automated,unresolved
INT010484,CUST000196,2025-10-18 00:06:19,account_balance,automated,resolved
INT010485,CUST000196,2025-09-25 07:00:57,usage_question,human,resolved
INT010486,CUST000198,2025-09-14 10:44:16,energy_saving_tips,human,resolved
INT010487,CUST000199,2025-12-29 19:26:35,account_balance,automated,resolved
INT010488,CUST000199,2025-11-21 17:58:28,energy_saving_tips,automated,escalated
INT010489,CUST000199,2025-09-29 21:06:33,energy_saving_tips,automated,resolved
INT010490,CUST000199,2025-10-18 22:49:58,account_balance,automated,escalated
INT010491,CUST000201,2025-08-10 19:47:49,energy_saving_tips,human,resolved
INT010492,CUST000201,2025-08-20 01:34:23,billing_explanation,automated,escalated
INT010493,CUST000201,2025-07-20 15:22:33,usage_question,automated,resolved
INT010494,CUST000202,2025-12-04 09:16:47,billing_explanation,human,resolved
INT010495,CUST000202,2025-11-16 22:52:27,billing_explanation,automated,resolved
INT010496,CUST000202,2025-10-05 12:21:44,energy_saving_tips,automated,unresolved
INT010497,CUST000202,2025-08-15 08:58:59,billing_explanation,automated,escalated
INT010498,CUST000202,2025-10-02 21:35:45,energy_saving_tips,automated,resolved
INT010499,CUST000202,2025-12-26 07:36:11,payment_issue,automated,escalated
INT010500,CUST000202,2025-11-04 14:31:26,energy_saving_tips,automated,resolved
INT010501,CUST000203,2025-07-23 11:03:50,energy_saving_tips,automated,resolved
INT010502,CUST000203,2025-11-11 05:13:27,energy_saving_tips,automated,resolved
INT010503,CUST000204,2025-08-27 06:25:33,technical_support,automated,resolved
INT010504,CUST000204,2025-09-15 01:01:08,energy_saving_tips,automated,resolved
INT010505,CUST000204,2025-11-03 12:24:39,technical_support,automated,resolved
INT010506,CUST000204,2025-10-29 04:15:19,energy_saving_tips,automated,resolved
INT010507,CUST000204,2025-09-24 18:46:34,energy_saving_tips,automated,resolved
INT010508,CUST000204,2025-07-18 18:46:52,usage_question,automated,unresolved
INT010509,CUST000205,2025-08-13 18:50:09,account_balance,automated,resolved
INT010510,CUST000205,2026-01-02 17:18:46,energy_saving_tips,human,resolved
INT010511,CUST000205,2025-11-06 15:41:31,account_balance,automated,resolved
INT010512,CUST000206,2025-08-05 07:07:31,billing_explanation,automated,resolved
INT010513,CUST000206,2025-12-23 09:22:33,energy_saving_tips,automated,resolved
INT010514,CUST000206,2025-11-03 12:37:16,billing_explanation,automated,resolved
INT010515,CUST000206,2025-08-29 23:08:45,energy_saving_tips,automated,resolved
INT010516,CUST000206,2025-08-14 00:22:05,billing_explanation,automated,escalated
INT010517,CUST000207,2025-07-26 04:15:03,energy_saving_tips,automated,resolved
INT010518,CUST000207,2025-09-01 16:12:19,energy_saving_tips,automated,resolved
INT010519,CUST000208,2025-11-24 19:38:20,usage_question,automated,resolved
INT010520,CUST000208,2025-07-19 02:52:22,energy_saving_tips,automated,resolved
INT010521,CUST000208,2025-08-16 06:42:48,account_balance,automated,resolved
INT010522,CUST000208,2025-12-16 19:08:37,usage_question,automated,resolved
INT010523,CUST000209,2025-12-17 01:33:21,technical_support,automated,resolved
INT010524,CUST000209,2025-08-10 05:40:13,billing_explanation,automated,resolved
INT010525,CUST000210,2025-07-22 09:57:30,billing_explanation,automated,resolved
INT010526,CUST000210,2025-12-07 22:39:26,usage_question,human,resolved
INT010527,CUST000210,2025-09-27 00:38:05,energy_saving_tips,automated,resolved
INT010528,CUST000210,2025-11-14 12:57:48,energy_saving_tips,automated,resolved
INT010529,CUST000210,2025-10-08 22:16:49,account_balance,automated,resolved
INT010530,CUST000211,2025-09-02 23:01:45,usage_question,automated,resolved
INT010531,CUST000211,2025-08-05 01:34:05,usage_question,human,resolved
INT010532,CUST000211,2026-01-02 00:35:10,technical_support,automated,resolved
INT010533,CUST000212,2025-07-23 06:40:12,energy_saving_tips,automated,resolved
INT010534,CUST000212,2025-10-19 23:03:26,billing_explanation,human,resolved
INT010535,CUST000212,2025-12-27 18:32:21,usage_question,automated,resolved
INT010536,CUST000213,2025-09-21 23:38:54,energy_saving_tips,automated,resolved
INT010537,CUST000214,2025-09-10 01:37:44,energy_saving_tips,automated,resolved
INT010538,CUST000214,2025-09-06 06:51:58,account_balance,automated,resolved
INT010539,CUST000215,2025-09-27 03:08:54,energy_saving_tips,automated,resolved
INT010540,CUST000215,2025-12-19 06:34:08,technical_support,automated,resolved
INT010541,CUST000215,2025-12-15 08:56:16,billing_explanation,automated,resolved
INT010542,CUST000215,2025-11-05 21:02:59,energy_saving_tips,automated,resolved
INT010543,CUST000216,2025-07-20 21:40:02,payment_issue,automated,escalated
INT010544,CUST000216,2025-08-18 08:42:17,payment_issue,automated,escalated
INT010545,CUST000217,2025-07-15 22:19:52,account_balance,automated,resolved
INT010546,CUST000217,2025-10-14 21:36:20,energy_saving_tips,human,resolved
INT010547,CUST000217,2025-07-21 03:28:20,energy_saving_tips,human,resolved
INT010548,CUST000217,2025-07-27 10:41:28,energy_saving_tips,automated,resolved
INT010549,CUST000218,2025-08-20 08:31:42,usage_question,automated,escalated
INT010550,CUST000218,2025-11-26 11:38:35,energy_saving_tips,automated,resolved
INT010551,CUST000218,2025-12-07 19:52:38,energy_saving_tips,automated,resolved
INT010552,CUST000218,2026-01-03 19:40:54,payment_issue,automated,resolved
INT010553,CUST000219,2025-09-14 19:36:36,usage_question,automated,resolved
INT010554,CUST000219,2025-09-05 05:21:47,billing_explanation,automated,resolved
INT010555,CUST000219,2025-09-07 14:10:51,energy_saving_tips,automated,unresolved
INT010556,CUST000219,2025-09-02 13:14:34,account_balance,automated,resolved
INT010557,CUST000220,2025-07-20 08:54:28,usage_question,automated,resolved
INT010558,CUST000220,2025-08-09 18:16:07,usage_question,human,resolved
INT010559,CUST000220,2025-10-19 05:41:10,energy_saving_tips,human,resolved
INT010560,CUST000220,2025-10-19 21:06:07,billing_explanation,human,resolved
INT010561,CUST000222,2025-07-28 06:50:19,usage_question,human,escalated
INT010562,CUST000222,2025-08-18 21:33:32,billing_explanation,automated,resolved
INT010563,CUST000223,2025-08-07 18:27:40,account_balance,automated,resolved
INT010564,CUST000223,2025-08-28 11:44:30,usage_question,human,resolved
INT010565,CUST000223,2025-09-17 14:58:50,energy_saving_tips,automated,escalated
INT010566,CUST000224,2025-07-11 22:49:24,energy_saving_tips,human,resolved
INT010567,CUST000224,2025-10-03 13:08:22,billing_explanation,automated,resolved
INT010568,CUST000227,2025-11-17 12:43:11,usage_question,automated,resolved
INT010569,CUST000227,2025-11-02 14:03:46,usage_question,human,resolved
INT010570,CUST000229,2025-09-07 05:34:33,energy_saving_tips,human,resolved
INT010571,CUST000229,2025-12-31 17:34:59,energy_saving_tips,human,resolved
INT010572,CUST000231,2025-12-31 17:57:35,energy_saving_tips,automated,resolved
INT010573,CUST000231,2025-08-04 08:29:29,energy_saving_tips,human,resolved
INT010574,CUST000231,2025-09-18 01:42:09,billing_explanation,automated,resolved
INT010575,CUST000232,2025-12-27 05:36:12,energy_saving_tips,automated,resolved
INT010576,CUST000232,2025-09-13 17:43:35,billing_explanation,automated,resolved
INT010577,CUST000232,2025-12-09 14:19:44,energy_saving_tips,automated,resolved
INT010578,CUST000233,2025-10-07 00:13:43,billing_explanation,automated,resolved
INT010579,CUST000233,2025-08-24 16:32:19,billing_explanation,automated,resolved
INT010580,CUST000234,2025-11-18 22:21:28,energy_saving_tips,automated,resolved
